,TSLA,GM,F,RIVN,LCID
2020-07-31 15:53:21.463781,203.02028491806738,40.32590590614224,15.26986985906614,62.41673229263032,30.299512966644315
2020-08-03 15:53:21.463781,205.25205686912562,40.38326244934203,15.894876524975501,61.20546554552108,30.202115708801337
2020-08-04 15:53:21.463781,212.37411635741512,41.00148041985262,16.340760744770588,58.379614774847866,30.091063642483213
2020-08-05 15:53:21.463781,225.35491431452016,41.597059155990216,16.20233418617671,59.006282466023166,29.242067730005278
2020-08-06 15:53:21.463781,227.02964047813782,42.885642086925586,16.369495442949933,59.63794568311208,31.508766021163268
2020-08-07 15:53:21.463781,228.6711254210652,43.80655092784626,16.599804078106345,61.80236674083299,31.96329691348419
2020-08-10 15:53:21.463781,242.89303550903264,44.40557226870527,17.033842130831392,65.03870219418843,32.14775801936794
2020-08-11 15:53:21.463781,251.95393987274633,45.573356380192834,17.4999376653414,65.77043825172792,31.52420849181024
2020-08-12 15:53:21.463781,251.82845555429648,47.15986541734878,17.477932197008737,71.60433853233722,35.22876771552114
2020-08-13 15:53:21.463781,259.4060568592563,48.19612852900135,17.74194337166059,73.2069176242245,34.35229622878235
2020-08-14 15:53:21.463781,259.2328352303195,48.84554833261978,18.14172249264985,73.13915321998152,34.27689887059203
2020-08-17 15:53:21.463781,258.99743944324746,48.513915170677926,18.914384923202768,69.30948928230185,35.222427036506325
2020-08-18 15:53:21.463781,264.28887149310145,48.35839947073231,19.42881323943646,69.45729820184685,36.418260043432234
2020-08-19 15:53:21.463781,252.33940924954757,48.75380508674417,19.9872797369157,69.38673453184184,38.11036685126541
2020-08-20 15:53:21.463781,242.33610127025966,48.919378456630504,20.27310794613245,72.94942412113919,41.022388602777035
2020-08-21 15:53:21.463781,241.250782678106,49.3918710161125,21.1044310158924,75.21261655533576,42.25836637046493
2020-08-24 15:53:21.463781,236.8335659888185,50.044153717192074,21.538994807185855,72.53438992901603,41.186220328872906
2020-08-25 15:53:21.463781,242.00616617159324,51.05702180540325,21.42521061088375,73.91030121765428,41.3012323635101
2020-08-26 15:53:21.463781,238.27643322699694,51.61779463460179,22.290910282820054,76.79526370843571,42.23681713404493
2020-08-27 15:53:21.463781,230.9241403897511,52.61380750234282,22.87012930293683,82.44378585321206,45.82067645899953
2020-08-28 15:53:21.463781,243.9386119721101,53.28477689866853,22.933237608497997,86.35875614221753,44.07841568751203
2020-08-31 15:53:21.463781,186.4116407490754,39.77782380574941,17.47265980563001,68.44488545681199,35.32682180972452
2020-09-01 15:53:21.463781,186.82656438020666,39.22133082128258,17.577172710758568,68.60254412902603,35.54220954595171
2020-09-02 15:53:21.463781,178.87850543096698,39.140483369011896,17.74088115226242,69.66125153412884,36.57734329969182
2020-09-03 15:53:21.463781,175.99293008768808,38.43417686289249,17.81177096905651,73.13596841622417,36.43945347925173
2020-09-04 15:53:21.463781,176.61377642098424,38.78388678428585,17.92356073344587,69.22969619346539,35.35774312633466
2020-09-07 15:53:21.463781,170.5506595059229,39.67829217761281,18.533842696432323,68.2551100853949,36.279892417621426
2020-09-08 15:53:21.463781,172.50703598194175,40.40763583952919,18.931965633086357,66.13901397459064,37.103630493172986
2020-09-09 15:53:21.463781,169.43310538631903,40.28230577609677,19.005094360613462,67.13547260991065,38.358549253703615
2020-09-10 15:53:21.463781,167.98431467191867,41.18708229776952,19.36383854353409,70.43242094974998,38.33301541595128
2020-09-11 15:53:21.463781,164.98559334818552,41.28304868792105,18.96493421225633,68.7435239373144,37.52059427253195
2020-09-14 15:53:21.463781,174.18656692636839,41.07843794442462,19.11681566543731,62.16393176481657,35.466058649761834
2020-09-15 15:53:21.463781,174.15087318254962,40.70458143948089,19.80953502562365,61.13270488101037,36.47606335146765
2020-09-16 15:53:21.463781,168.65966490161426,40.52397336782539,19.724137746335558,63.36031641356128,37.00993182534503
2020-09-17 15:53:21.463781,172.85530131185013,40.29206875931359,19.390746985891866,64.71655641249178,35.751505609966046
2020-09-18 15:53:21.463781,166.55899346300052,40.39909429843435,19.13882671022077,65.81851433531,35.07043661926551
2020-09-21 15:53:21.463781,167.63594856634478,40.50043985889883,18.72269769396773,65.07478275774783,34.49049229535572
2020-09-22 15:53:21.463781,157.81414095324666,40.50634038022521,18.429776629500104,61.73896938747265,32.69338398750688
2020-09-23 15:53:21.463781,151.55750757144753,40.7758725076961,18.294130488402878,63.00534510446636,31.751197150688096
2020-09-24 15:53:21.463781,152.4828930203346,41.50819470548364,17.78077266574631,60.896476035731496,30.48483041945418
2020-09-25 15:53:21.463781,155.89149521443463,42.103559694013626,17.78721582528711,66.21053816348882,30.038631107855718
2020-09-28 15:53:21.463781,156.72411924108846,41.169977696170776,18.109085162565837,67.71486068132457,29.255992223792532
2020-09-29 15:53:21.463781,156.21171780896543,39.596921551515,17.781217937361443,66.1353484387649,27.58415350939453
2020-09-30 15:53:21.463781,154.83188238672832,40.15582412711055,18.322401369358392,64.51136784926632,29.53133705792471
2020-10-01 15:53:21.463781,147.99517847564283,39.336517600273304,18.51049624267277,64.26507839638909,30.820052878251246
2020-10-02 15:53:21.463781,144.828773348457,39.20782892922107,18.892952928644217,63.64298749675691,29.973559175920528
2020-10-05 15:53:21.463781,142.85632665848127,38.52358584181017,18.645328831075368,66.47976871848758,30.253354823953778
2020-10-06 15:53:21.463781,147.41539586581308,37.4861569793087,18.96491917457905,66.96883689561454,30.689344335103193
2020-10-07 15:53:21.463781,148.96451773049026,37.79436594742557,18.551698657238177,65.00227894830019,31.96258400377966
2020-10-08 15:53:21.463781,141.11539783954342,38.228522203110636,18.882938309488605,69.91109683047384,31.040425869410036
2020-10-09 15:53:21.463781,142.51561806734827,37.90175794551336,18.948779089453367,70.04199370236915,32.22069887267518
2020-10-12 15:53:21.463781,140.89771401495227,36.43247225455595,19.159395231377083,72.18903205269272,31.596368519284887
2020-10-13 15:53:21.463781,138.0645906854691,36.13759996620394,18.709879567517824,70.42552183583837,30.112755217120103
2020-10-14 15:53:21.463781,140.62572869713085,36.353596572386465,18.375882082425953,71.44138358648104,30.86993380948085
2020-10-15 15:53:21.463781,145.0034056169919,35.55077561398196,18.596292782828506,72.3232845767163,32.25835677180307
2020-10-16 15:53:21.463781,149.0835699637727,35.65210950201335,18.24450745453636,66.84942650816022,35.17376428408733
2020-10-19 15:53:21.463781,145.35998034761985,35.64748728667593,18.4144390928929,72.23154098112792,33.68976965243236
2020-10-20 15:53:21.463781,144.0406391973802,35.96080633091424,17.911858297474474,75.95332735787753,34.50715721035915
2020-10-21 15:53:21.463781,145.50090921728227,36.028905508590135,18.216601416566498,74.73899979025165,34.005318120856636
2020-10-22 15:53:21.463781,149.7882904884895,35.506629265275514,17.76846452740206,71.4362243742434,34.930859732626445
2020-10-23 15:53:21.463781,147.66500744859806,36.14747323868696,17.96562338765133,72.42222032890777,33.12608231184761
2020-10-26 15:53:21.463781,146.87208042492895,36.06513133353283,18.191318663491685,72.66613170243483,31.655385551810603
2020-10-27 15:53:21.463781,142.02676326264017,36.053966719614785,17.938724265729,73.69266855561509,30.78943289134551
2020-10-28 15:53:21.463781,136.95836796494746,35.55285193723313,18.14843748398752,74.25001327117866,30.86836904123967
2020-10-29 15:53:21.463781,140.32422595547504,35.32000799878163,18.243877308547667,75.74612427682673,30.169575708198828
2020-10-30 15:53:21.463781,146.0616907672371,34.854771415529896,18.048178208151285,80.1236615593067,30.85946044041515
2020-11-02 15:53:21.463781,145.77536550207918,34.76783696188373,17.68502912364423,81.93638955069017,31.96241803302825
