ICSA,PAYEMS,UNRATE,JTSJOL,CES0500000003
,140568.0,5.7,5344.0,24.75
,140576.35483870967,5.693548387096774,5347.935483870968,24.751612903225805
294000.0,140584.70967741936,5.687096774193549,5351.870967741936,24.753225806451614
295428.5714285714,140593.06451612903,5.680645161290323,5355.806451612903,24.75483870967742
296857.14285714284,140601.4193548387,5.674193548387097,5359.741935483871,24.756451612903227
298285.71428571426,140609.7741935484,5.667741935483871,5363.677419354839,24.758064516129032
299714.28571428574,140618.12903225806,5.661290322580645,5367.612903225807,24.75967741935484
301142.85714285716,140626.48387096773,5.65483870967742,5371.548387096775,24.761290322580646
302571.4285714286,140634.83870967742,5.648387096774194,5375.4838709677415,24.76290322580645
304000.0,140643.1935483871,5.641935483870967,5379.419354838709,24.76451612903226
303142.85714285716,140651.5483870968,5.635483870967742,5383.354838709677,24.766129032258064
302285.71428571426,140659.90322580645,5.629032258064516,5387.290322580645,24.767741935483873
301428.5714285714,140668.25806451612,5.622580645161291,5391.225806451613,24.769354838709678
300571.4285714286,140676.61290322582,5.616129032258065,5395.1612903225805,24.770967741935483
299714.28571428574,140684.96774193548,5.609677419354838,5399.096774193548,24.77258064516129
298857.14285714284,140693.32258064515,5.603225806451613,5403.032258064516,24.774193548387096
298000.0,140701.67741935485,5.596774193548387,5406.967741935484,24.775806451612905
292714.28571428574,140710.03225806452,5.590322580645162,5410.903225806452,24.77741935483871
287428.5714285714,140718.38709677418,5.583870967741936,5414.8387096774195,24.779032258064518
282142.85714285716,140726.74193548388,5.577419354838709,5418.774193548387,24.780645161290323
276857.14285714284,140735.09677419355,5.570967741935484,5422.709677419355,24.782258064516128
271571.4285714286,140743.4516129032,5.564516129032258,5426.645161290323,24.783870967741937
266285.7142857143,140751.8064516129,5.558064516129033,5430.580645161291,24.78548387096774
261000.0,140760.16129032258,5.551612903225807,5434.5161290322585,24.78709677419355
263857.14285714284,140768.51612903227,5.54516129032258,5438.451612903225,24.788709677419355
266714.28571428574,140776.87096774194,5.538709677419355,5442.387096774193,24.79032258064516
269571.4285714286,140785.2258064516,5.532258064516129,5446.322580645161,24.79193548387097
272428.5714285714,140793.5806451613,5.525806451612903,5450.258064516129,24.793548387096774
275285.71428571426,140801.93548387097,5.519354838709678,5454.193548387097,24.795161290322582
278142.85714285716,140810.29032258064,5.512903225806451,5458.129032258064,24.796774193548387
281000.0,140818.64516129033,5.506451612903226,5462.064516129032,24.798387096774196
283428.5714285714,140827.0,5.5,5466.0,24.8
285857.14285714284,140830.42857142858,5.496428571428572,5456.857142857143,24.801785714285714
288285.71428571426,140833.85714285713,5.492857142857143,5447.714285714285,24.80357142857143
290714.28571428574,140837.2857142857,5.489285714285714,5438.571428571428,24.805357142857144
293142.85714285716,140840.7142857143,5.485714285714286,5429.428571428572,24.807142857142857
